ProteinID,902_HET_M_imputed_intensity,903_MUT_M_imputed_intensity,904_HET_M_imputed_intensity,907_MUT_F_imputed_intensity,910_WT_M_imputed_intensity,911_WT_M_imputed_intensity,Entry Name,Protein names
Q8VEE4,18.4077947,18.34727965,18.34179243,18.54430039,19.66976397,18.76991531,RFA1_MOUSE,Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1)
Q9JIX0,18.40407714,18.24225303,18.57263732,18.37315828,18.12434348,18.31654229,ENY2_MOUSE,Transcription and mRNA export factor ENY2 (Enhancer of yellow 2 transcription factor homolog)
Q6ZQ88,18.40198778,18.51259388,18.28685101,18.40762876,18.78769536,18.63579605,KDM1A_MOUSE,Lysine-specific histone demethylase 1A (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2)
Q3UN02,18.39878126,17.99288856,18.35344408,17.68617905,17.54033997,17.95709637,LCLT1_MOUSE,Lysocardiolipin acyltransferase 1 (EC 2.3.1.-) (1-acylglycerol-3-phosphate O-acyltransferase 8) (1-AGP acyltransferase 8) (1-AGPAT 8) (EC 2.3.1.51) (Acyl-CoA:lysocardiolipin acyltransferase 1)
I7HJI5,18.39388479,12.44789212,12.32690688,12.30887856,12.26912755,12.57426654,I7HJI5_MOUSE,"Serine (or cysteine) peptidase inhibitor, clade B, member 9c"
Q93092,18.39047128,17.7228142,18.24863178,18.3522978,18.58033955,18.16564309,TALDO_MOUSE,Transaldolase (EC 2.2.1.2)
Q91WL0,18.38998417,17.79275217,18.40587689,18.89263471,18.933293,18.30386992,ES8L3_MOUSE,Epidermal growth factor receptor kinase substrate 8-like protein 3 (EPS8-like protein 3) (Epidermal growth factor receptor pathway substrate 8-related protein 3) (EPS8-related protein 3)
P70441,18.3882654,17.30069217,18.11617133,18.41175509,18.64846994,17.94283519,NHRF1_MOUSE,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Q64518,18.38781961,17.86930466,18.61732038,17.91502154,18.33067621,18.18883994,AT2A3_MOUSE,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3)
P01592,18.38516306,17.53204386,18.67042804,17.52921701,17.64798534,17.75936809,IGJ_MOUSE,Immunoglobulin J chain
P70404,18.38351024,18.75791733,18.49761408,18.62767993,18.65282747,18.51304901,IDHG1_MOUSE,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)"
Q6PDN3,18.38272956,19.14227163,18.87457018,19.12328281,18.07761896,18.93433877,MYLK_MOUSE,"Myosin light chain kinase, smooth muscle (MLCK) (smMLCK) (EC 2.7.11.18) (Kinase-related protein) (KRP) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form]"
Q9D287,18.38230739,18.32030256,18.20565486,18.1819481,18.09263844,18.23490161,SPF27_MOUSE,Pre-mRNA-splicing factor SPF27 (Breast carcinoma-amplified sequence 2 homolog) (DNA amplified in mammary carcinoma 1 protein)
Q9Z1M8,18.38183864,18.26867449,18.1051975,18.14906732,17.92964562,18.12962513,RED_MOUSE,Protein Red (Cytokine IK) (IK factor) (Protein RER)
P47757,18.38117537,18.5532693,18.43391547,18.56582354,18.62819988,18.58907322,CAPZB_MOUSE,F-actin-capping protein subunit beta (CapZ beta)
Q9JIP7,18.37989444,17.68186292,18.32035986,18.46237446,18.35292277,17.93394417,S15A1_MOUSE,"Solute carrier family 15 member 1 (Intestinal H(+)/peptide cotransporter) (Oligopeptide transporter, small intestine isoform) (Peptide transporter 1) (Proton-coupled dipeptide cotransporter)"
P63276,18.37943337,17.95740816,18.34938491,18.18830873,18.57968791,18.62839214,RS17_MOUSE,Small ribosomal subunit protein eS17 (40S ribosomal protein S17)
Q6NV83,18.37918373,18.5793675,18.14968759,18.20735756,18.20106139,18.56217533,SR140_MOUSE,U2 snRNP-associated SURP motif-containing protein (140 kDa Ser/Arg-rich domain protein) (U2-associated protein SR140)
P83882,18.37895945,18.49669387,18.27977832,18.02199929,17.99804495,18.99850504,RL36A_MOUSE,Large ribosomal subunit protein eL42 (60S ribosomal protein L36a) (60S ribosomal protein L44)
Q9DCZ4,18.37844727,17.98576413,19.20484334,18.64124387,17.82199191,18.18006454,MIC26_MOUSE,MICOS complex subunit Mic26 (Apolipoprotein O) (MICOS complex subunit Mic23) (Protein FAM121B)
Q9QXW9,18.37560372,17.79645793,18.05018877,18.15178954,19.77551223,17.94630663,LAT2_MOUSE,Large neutral amino acids transporter small subunit 2 (L-type amino acid transporter 2) (mLAT2) (Solute carrier family 7 member 8)
Q99LF4,18.37558675,18.62383506,18.36279998,18.37525584,18.12366171,18.41505676,RTCB_MOUSE,RNA-splicing ligase RtcB homolog (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase) (Focal adhesion-associated protein) (FAAP)
Q9DCW4,18.37536191,18.11127833,18.31253734,18.35962518,18.77929294,18.34769922,ETFB_MOUSE,Electron transfer flavoprotein subunit beta (Beta-ETF)
Q9CYH6,18.37356614,17.88947426,17.73963559,17.31538841,17.37726985,17.56727282,RRS1_MOUSE,Ribosome biogenesis regulatory protein homolog
Q6PHQ9,18.37187872,18.26182406,18.24117319,18.41303699,18.40696894,18.69706937,Q6PHQ9_MOUSE,Polyadenylate-binding protein (PABP)
P47856,18.3717894,19.16647695,18.92180898,19.11675007,18.13076158,19.04207347,GFPT1_MOUSE,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1)
Q9WU78,18.37171284,18.50041789,18.21040976,18.60305036,18.20865827,18.59012649,PDC6I_MOUSE,Programmed cell death 6-interacting protein (ALG-2-interacting protein 1) (ALG-2-interacting protein X) (E2F1-inducible protein) (Eig2)
Q9D880,18.36837431,18.08433609,18.69224429,18.10085223,17.81902521,18.3485207,TIM50_MOUSE,Mitochondrial import inner membrane translocase subunit TIM50
Q9DBJ1,18.36614716,17.74169081,18.23192896,18.57370265,18.41914959,18.14709062,PGAM1_MOUSE,Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)
Q9D8V7,18.36507503,18.11200163,18.43003595,17.72697646,18.19309216,18.30406161,SC11C_MOUSE,Signal peptidase complex catalytic subunit SEC11C (EC 3.4.21.89) (Microsomal signal peptidase 21 kDa subunit) (SPase 21 kDa subunit) (SEC11 homolog C) (SEC11-like protein 3) (SPC21)
Q9CW03,18.36461347,18.45008357,18.19488187,18.45516666,18.78686943,18.359578,SMC3_MOUSE,Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3) (Basement membrane-associated chondroitin proteoglycan) (Bamacan) (Chondroitin sulfate proteoglycan 6) (Chromosome segregation protein SmcD) (Mad member-interacting protein 1)
P97363,18.36344181,17.9918927,18.71892413,17.79388903,17.03004203,18.19197006,SPTC2_MOUSE,Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)
P62192,18.36146407,18.51429027,18.49343331,18.53459546,17.8911785,18.47181808,PRS4_MOUSE,26S proteasome regulatory subunit 4 (P26s4) (26S proteasome AAA-ATPase subunit RPT2) (Proteasome 26S subunit ATPase 1)
Q9JJ28,18.36094993,18.29272155,18.50969383,18.35125846,18.02429561,18.32082258,FLII_MOUSE,Protein flightless-1 homolog
Q8BVW3,18.35868125,18.42104985,18.81782995,18.44332401,17.9303793,18.62617958,TRI14_MOUSE,Tripartite motif-containing protein 14 (PU.1-binding protein)
P84096,18.35773669,18.25353821,18.6783388,18.36235482,18.10241147,18.45367254,RHOG_MOUSE,Rho-related GTP-binding protein RhoG (Sid 10750)
P70353,18.35603924,18.33991088,18.08321441,18.34554819,19.16322953,18.64398298,NFYC_MOUSE,Nuclear transcription factor Y subunit gamma (CAAT box DNA-binding protein subunit C) (Nuclear transcription factor Y subunit C) (NF-YC)
P05064,18.3525004,17.51476798,18.17072706,18.11974158,18.22417601,18.04813561,ALDOA_MOUSE,Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Aldolase 1) (Muscle-type aldolase)
Q8BTY2,18.35236246,16.93468143,17.62855234,17.81374988,17.97860992,17.1479005,S4A7_MOUSE,Sodium bicarbonate cotransporter 3 (Solute carrier family 4 member 7)
Q9R1P4,18.35193563,17.22208734,18.10045702,17.90101417,18.17134786,17.86987092,PSA1_MOUSE,Proteasome subunit alpha type-1 (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain) (Proteasome subunit alpha-6) (alpha-6)
Q91WU0,18.3511204,17.44471565,18.16038357,18.22432205,18.62862353,17.38002132,EST1F_MOUSE,Carboxylesterase 1F (EC 3.1.1.1) (Carboxylic ester hydrolase) (Triacylglycerol hydrolase 2) (TGH-2)
Q9CRB8,18.35110315,17.75316451,18.56616927,18.0462874,18.14745835,18.24496768,MTFP1_MOUSE,Mitochondrial fission process protein 1 (Mitochondrial 18 kDa protein) (MTP18)
Q9CXY9,18.35036516,17.81670244,18.34761704,17.59737608,17.9181994,18.06824821,GPI8_MOUSE,GPI-anchor transamidase (GPI transamidase) (EC 3.-.-.-) (Phosphatidylinositol-glycan biosynthesis class K protein) (PIG-K)
E9Q3G8,18.34694218,18.34367153,18.12766189,18.16094484,18.58202066,18.70827226,E9Q3G8_MOUSE,Nucleoporin 153
Q9Z2T6,18.34595094,12.94857975,13.69321903,12.55595786,14.10434485,12.63721761,KRT85_MOUSE,"Keratin, type II cuticular Hb5 (Keratin-85) (K85) (Type II hair keratin Hb5) (Type-II keratin Kb25)"
Q8CI11,18.34214413,18.42841743,18.17712264,17.7591665,17.37978447,18.25972947,GNL3_MOUSE,Guanine nucleotide-binding protein-like 3 (Nucleolar GTP-binding protein 3) (Nucleostemin)
P40201,18.34021522,18.38888338,18.48475997,18.40260408,18.77358354,18.60561335,CHD1_MOUSE,Chromodomain-helicase-DNA-binding protein 1 (CHD-1) (EC 3.6.4.12) (ATP-dependent helicase CHD1)
Q924Z4,18.33988479,18.18107944,18.33397205,17.69592831,17.29247442,18.00663289,CERS2_MOUSE,Ceramide synthase 2 (CerS2) (LAG1 longevity assurance homolog 2) (Sphingosine N-acyltransferase CERS2) (EC 2.3.1.24) (Translocating chain-associating membrane protein homolog 3) (TRAM homolog 3) (Tumor metastasis-suppressor gene 1 protein) (Very-long-chain ceramide synthase CERS2) (EC 2.3.1.297)
B2RX12,18.33848396,17.09801152,17.57143418,17.38329085,18.80068824,17.81161929,MRP3_MOUSE,ATP-binding cassette sub-family C member 3 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multispecific organic anion transporter 2) (Multidrug resistance-associated protein 3)
Q8BQ46,18.33799639,18.13925156,17.69610496,18.245172,18.29610963,18.17691819,Q8BQ46_MOUSE,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor (TATA-box binding protein associated factor 15)"
Q8BHC4,18.33635836,18.45034137,18.60933387,18.18594976,17.75003305,18.62826041,DCAKD_MOUSE,Dephospho-CoA kinase domain-containing protein
O35737,18.33562588,18.66690011,18.44544331,18.56019474,18.41377666,18.83834528,HNRH1_MOUSE,"Heterogeneous nuclear ribonucleoprotein H (hnRNP H) [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed]"
Q9CX56,18.3344086,18.22517448,18.4390192,18.80404907,17.77887923,18.32548993,PSMD8_MOUSE,26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12) (26S proteasome regulatory subunit S14)
Q9DBX6,18.32890278,18.16410163,18.35350869,17.87213377,17.15796858,17.98946103,CP2S1_MOUSE,Cytochrome P450 2S1 (EC 1.14.14.-) (CYPIIS1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152) (Thromboxane-A synthase) (EC 5.3.99.5)
Q62086,18.32770613,17.91200632,18.36551081,17.76374404,17.51591539,17.62757663,PON2_MOUSE,Serum paraoxonase/arylesterase 2 (PON 2) (EC 3.1.1.2) (EC 3.1.1.81) (Aromatic esterase 2) (A-esterase 2) (Serum aryldialkylphosphatase 2)
Q8BHB4,18.32540648,18.22232323,18.45062329,17.89029991,17.6901276,18.31266142,WDR3_MOUSE,WD repeat-containing protein 3
Q148W0,18.32157143,17.53887852,17.94815046,17.85453971,18.77859694,18.18058908,AT8B1_MOUSE,Phospholipid-transporting ATPase IC (EC 7.6.2.1) (ATPase class I type 8B member 1) (P4-ATPase flippase complex alpha subunit ATP8B1)
Q9Z2Q6,18.31789394,18.46672573,18.38798364,18.28721637,17.86071722,18.48549129,SEPT5_MOUSE,Septin-5 (Cell division control-related protein 1) (CDCrel-1) (Peanut-like protein 1)
A2ARJ3,18.31731103,18.21154613,17.98575301,18.16678095,18.62123987,18.63238467,TM236_MOUSE,Transmembrane protein 236
Q8C570,18.31213845,18.73342584,18.54626145,18.35015794,18.19116045,18.68153697,RAE1L_MOUSE,mRNA export factor (Rae1 protein homolog) (mRNA-associated protein mrnp 41)
O70378,18.31188133,17.96871179,19.0077637,18.37526433,17.92007949,18.46213877,EMC8_MOUSE,ER membrane protein complex subunit 8 (Neighbor of COX4)
P80314,18.31150443,18.3023444,18.21355044,18.7574714,18.57651387,18.33404191,TCPB_MOUSE,T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta)
Q9D0I8,18.31070596,17.71338651,18.22108673,17.79194504,17.48789498,17.99798433,MRT4_MOUSE,mRNA turnover protein 4 homolog (Ribosome assembly factor Mrto4)
P97379,18.30931647,17.6765494,18.02592356,17.84474254,18.096221,18.2044804,G3BP2_MOUSE,Ras GTPase-activating protein-binding protein 2 (G3BP-2) (GAP SH3 domain-binding protein 2)
O35216,18.3072186,18.3840628,18.25102465,18.29271256,18.88214747,18.33260917,CENPA_MOUSE,Histone H3-like centromeric protein A (Centromere protein A) (CENP-A)
Q4FK66,18.30712519,18.22436916,18.3201571,18.27236097,17.88802377,18.24148513,PR38A_MOUSE,Pre-mRNA-splicing factor 38A
Q9D819,18.30459196,16.89574094,17.97121234,18.09917313,18.3123778,17.3245146,IPYR_MOUSE,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)
Q8CGZ0,18.30382087,18.44062589,18.13408534,18.10899911,18.24256473,18.64950881,CHERP_MOUSE,Calcium homeostasis endoplasmic reticulum protein (SR-related CTD-associated factor 6)
Q6PHZ2,18.30302707,18.92460956,18.39105475,18.80500067,18.47048412,18.76493637,KCC2D_MOUSE,Calcium/calmodulin-dependent protein kinase type II subunit delta (CaM kinase II subunit delta) (CaMK-II subunit delta) (EC 2.7.11.17)
Q6PGF5,18.30199625,18.03816882,18.24458682,17.67575723,17.7175961,18.05927052,Q6PGF5_MOUSE,"BMS1 homolog, ribosome assembly protein (Yeast) (BMS1, ribosome biogenesis factor)"
Q6ZQ38,18.30054919,18.72223386,18.31931048,18.89232936,18.63720505,18.29923485,CAND1_MOUSE,Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (p120 CAND1)
Q8CFQ3,18.30041066,18.54015075,18.24830286,18.17741467,18.46768515,18.22269587,AQR_MOUSE,RNA helicase aquarius (EC 3.6.4.13) (Intron-binding protein of 160 kDa)
P56546,18.29866225,18.72579893,18.15513445,18.32099,18.26735364,18.75917951,CTBP2_MOUSE,C-terminal-binding protein 2 (CtBP2)
Q9D6M3,18.29762383,18.06932913,18.80212504,18.37082361,18.43014624,18.31892229,GHC1_MOUSE,Mitochondrial glutamate carrier 1 (GC-1) (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22)
Q9WVK4,18.29741337,18.73458394,18.91486976,19.06950484,17.81833876,18.42321852,EHD1_MOUSE,EH domain-containing protein 1 (PAST homolog 1) (mPAST1)
P0DN34,18.2973865,17.68848254,17.66127708,17.76110318,18.21729037,18.16576575,NDUB1_MOUSE,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1 (Complex I-MNLL) (CI-MNLL) (NADH-ubiquinone oxidoreductase MNLL subunit)
Q6PEM6,18.29342674,17.66371792,18.25731878,17.67318483,17.71698688,18.08743176,GRM2B_MOUSE,GRAM domain-containing protein 2B (GRAM domain-containing protein 3)
P56392,18.29328753,19.2389458,18.53887473,18.84236262,18.79937965,18.71206346,CX7A1_MOUSE,"Cytochrome c oxidase subunit 7A1, mitochondrial (Cytochrome c oxidase subunit VIIa-heart) (Cytochrome c oxidase subunit VIIa-H) (Cytochrome c oxidase subunit VIIa-muscle) (Cytochrome c oxidase subunit VIIa-M)"
E9Q7P9,18.29306296,17.13693105,18.23810147,17.73397523,17.59004605,17.50758562,CDHR2_MOUSE,Cadherin-related family member 2
P17427,18.29264067,18.12695145,18.13179669,18.84049212,18.88140676,18.11892587,AP2A2_MOUSE,AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)
B2RY56,18.29111673,18.29206994,18.27235641,18.2663748,18.17405279,18.48130279,RBM25_MOUSE,RNA-binding protein 25 (RNA-binding motif protein 25)
P28843,18.2909413,17.51331894,18.36266302,18.51280218,18.29276198,17.99531999,DPP4_MOUSE,Dipeptidyl peptidase 4 (EC 3.4.14.5) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (Thymocyte-activating molecule) (THAM) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]
Q921X9,18.28969472,18.60136457,18.37706646,18.38007629,19.33520933,18.4271655,PDIA5_MOUSE,Protein disulfide-isomerase A5 (EC 5.3.4.1) (Protein disulfide isomerase-related protein)
Q99KG3,18.28332352,18.14554412,17.91586771,17.93502113,18.00663289,18.31336136,RBM10_MOUSE,RNA-binding protein 10 (RNA-binding motif protein 10)
Q9CQF0,18.28259527,17.66636272,18.16380198,18.01174594,18.35451198,17.89208028,RM11_MOUSE,"Large ribosomal subunit protein uL11m (39S ribosomal protein L11, mitochondrial) (L11mt) (MRP-L11)"
P62880,18.28127806,17.76783529,18.62879794,18.67188655,18.8880535,18.55681661,GBB2_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (G protein subunit beta-2) (Transducin beta chain 2)
Q8VDW0,18.27806826,18.6407992,18.18510772,18.68167766,18.58346846,18.29924827,DX39A_MOUSE,ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39)
Q6TEK5,18.277578,17.62813935,18.19999817,17.38218494,17.10335953,17.75837939,VKORL_MOUSE,Vitamin K epoxide reductase complex subunit 1-like protein 1 (VKORC1-like protein 1) (EC 1.17.4.4)
Q6P8H8,18.27722836,17.72864465,18.07263508,17.23357287,17.60377845,18.06896717,ALG8_MOUSE,"Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.265) (Asparagine-linked glycosylation protein 8 homolog) (Dol-P-Glc:Glc(1)Man(9)GlcNAc(2)-PP-dolichyl alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase)"
Q9D869,18.27516514,17.21963177,18.07179752,17.650049,18.17717619,18.18191899,CHP2_MOUSE,Calcineurin B homologous protein 2 (Hepatocellular carcinoma-associated antigen 520 homolog)
E9PVA8,18.27308529,19.00649319,18.79954408,18.75706441,17.99939449,18.7658688,GCN1_MOUSE,Stalled ribosome sensor GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1)
Q8BSV3,18.27259334,18.69600305,18.41783604,18.53301788,18.10610794,18.76675858,BEND7_MOUSE,BEN domain-containing protein 7
P11725,18.26974764,17.13598978,17.98129412,18.04776296,18.85737359,17.40963125,OTC_MOUSE,"Ornithine transcarbamylase, mitochondrial (OTCase) (EC 2.1.3.3) (Ornithine carbamoyltransferase, mitochondrial)"
Q8R2U0,18.26375059,17.99899252,18.46360819,17.76660655,17.32473432,17.83498945,SEH1_MOUSE,Nucleoporin SEH1 (GATOR2 complex protein SEH1) (Nup107-160 subcomplex subunit SEH1)
P20444,18.26235182,17.99199785,18.38084151,18.40467176,18.42453538,18.46704428,KPCA_MOUSE,Protein kinase C alpha type (PKC-A) (PKC-alpha) (EC 2.7.11.13)
P80317,18.26235182,18.29787903,18.06659378,18.71506378,18.51950572,18.29871594,TCPZ_MOUSE,T-complex protein 1 subunit zeta (TCP-1-zeta) (CCT-zeta-1)
Q9CPY7,18.25658188,16.86371442,17.93617207,18.03831888,18.22233267,17.69170263,AMPL_MOUSE,Cytosol aminopeptidase (EC 3.4.11.1) (Cysteinylglycine-S-conjugate dipeptidase) (EC 3.4.13.23) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase)
Q3THS6,18.25286405,18.09302031,17.81845735,18.04573833,18.37347693,17.99997248,METK2_MOUSE,S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2)
P80318,18.25184297,18.24238796,18.11055468,18.65893318,18.45710028,18.25827618,TCPG_MOUSE,T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma) (Matricin) (mTRiC-P5)
Q9R111,18.24903473,17.49504303,18.06247309,18.51526479,18.31807053,18.10799348,GUAD_MOUSE,Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH)
Q9Z1B5,18.2487059,18.00606305,18.29195757,17.75588512,17.80624752,18.10781984,MD2L1_MOUSE,Mitotic spindle assembly checkpoint protein MAD2A (Mitotic arrest deficient 2-like protein 1) (MAD2-like protein 1)
Q8BIG7,18.24769577,18.43760986,19.42604972,18.7373959,17.7163439,19.26674766,CMTD1_MOUSE,Catechol O-methyltransferase domain-containing protein 1 (EC 2.1.1.-)
Q9CZ69,18.24432202,17.11551108,17.90819322,17.92007367,18.5700521,18.00086928,CKLF6_MOUSE,CKLF-like MARVEL transmembrane domain-containing protein 6 (Chemokine-like factor superfamily member 6)
Q9D1A2,18.24431737,17.35244868,17.80858717,18.42404324,18.69891149,17.88464752,CNDP2_MOUSE,Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1) (Threonyl dipeptidase)
Q61543,18.24385734,17.39546719,18.14992074,17.73472946,17.75371296,18.20156399,GSLG1_MOUSE,Golgi apparatus protein 1 (E-selectin ligand 1) (ESL-1) (Selel) (Golgi sialoglycoprotein MG-160)
P28078,18.24111266,16.6800985,17.97904554,17.32272037,17.48048256,17.57416479,DMA_MOUSE,"Class II histocompatibility antigen, M alpha chain"
P13020,18.23867063,19.01234083,18.79730055,18.71400397,18.60780348,18.44314591,GELS_MOUSE,Gelsolin (Actin-depolymerizing factor) (ADF) (Brevin)
Q8BKT7,18.23662154,17.91252684,17.86707961,18.03359507,18.12633645,17.85360196,THOC5_MOUSE,THO complex subunit 5 homolog (Fms-interacting protein) (FMIP)
Q8CBY8,18.23436371,18.25746151,18.20023291,18.18503026,18.06098085,18.0921119,DCTN4_MOUSE,Dynactin subunit 4 (Dynactin subunit p62)
P63030,18.23374605,18.45962373,18.93748877,18.64060859,18.67564353,18.60958998,MPC1_MOUSE,Mitochondrial pyruvate carrier 1 (Brain protein 44-like protein)
Q60973,18.23131963,18.20032393,17.8372645,17.94800213,18.70332571,18.20462845,RBBP7_MOUSE,Histone-binding protein RBBP7 (Histone acetyltransferase type B subunit 2) (Nucleosome-remodeling factor subunit RBAP46) (Retinoblastoma-binding protein 7) (RBBP-7) (Retinoblastoma-binding protein p46)
Q3U0V1,18.23042861,18.50502841,17.80670694,18.01721621,18.25543434,18.62591214,FUBP2_MOUSE,Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP)
Q9WTQ8,18.22792142,17.83458215,18.64485263,18.24852524,17.82901657,18.43641062,TIM23_MOUSE,Mitochondrial import inner membrane translocase subunit Tim23
Q62465,18.22543811,18.48871492,18.29857276,18.78808105,18.18727957,17.99741657,VAT1_MOUSE,Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)
Q8BJS4,18.22046335,17.88520184,17.76630243,17.44905189,18.32639876,17.88788697,SUN2_MOUSE,SUN domain-containing protein 2 (Protein unc-84 homolog B) (Sad1/unc-84 protein-like 2)
Q8VI93,18.21886591,16.15319773,17.9167367,16.59109862,17.0056684,16.6277761,OAS3_MOUSE,"2'-5'-oligoadenylate synthase 3 ((2-5')oligo(A) synthase 3) (2-5A synthase 3) (EC 2.7.7.84) (2',5'-oligoadenylate synthetase-like 10)"
P24549,18.21640958,18.67481639,17.55763571,19.67728263,19.87252459,17.91763431,AL1A1_MOUSE,"Aldehyde dehydrogenase 1A1 (EC 1.2.1.19) (EC 1.2.1.28) (EC 1.2.1.3) (EC 1.2.1.36) (3-deoxyglucosone dehydrogenase) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic) (Retinal dehydrogenase 1) (RALDH 1) (RalDH1)"
Q5XG71,18.21517748,18.16359563,18.07684691,17.5542141,17.56658181,17.99524821,UTP20_MOUSE,Small subunit processome component 20 homolog (Down-regulated in metastasis protein)
P60229,18.21441874,18.33627118,18.36863434,18.6315501,18.24865958,18.30970726,EIF3E_MOUSE,Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (MMTV integration site 6) (Mammary tumor-associated protein INT-6) (Viral integration site protein INT-6) (eIF-3 p48)
Q9JJW0,18.21307099,18.52358493,18.77651657,18.19377559,17.44066644,18.32689465,PXMP4_MOUSE,Peroxisomal membrane protein 4 (24 kDa peroxisomal intrinsic membrane protein)
D3Z0M9,18.21290955,17.87914048,17.94191876,18.06311064,17.95543991,17.70089347,D3Z0M9_MOUSE,RNA helicase (EC 3.6.4.13)
Q63844,18.2103717,18.21777788,18.04596225,18.67018251,18.50030506,18.19224946,MK03_MOUSE,Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1)
Q7TMK9,18.20981506,18.23802681,18.22508031,18.31650694,18.43173427,18.02701505,HNRPQ_MOUSE,"Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein) (pp68)"
